AcresBurned,Location ID,Location,MeasurementID,CountyIds,Latitude,Longitude,Month,Year
236,CA-017,El Dorado,2017-CA-017,9,38.538332,-121.039267,7,2017
231,CA-013,Contra Costa,2017-CA-013,7,37.87808,-121.78677,7,2017
225,CA-043,Mariposa,2017-CA-043,22,37.4591,-119.921,7,2017
225,CA-079,San Luis Obispo,2017-CA-079,40,35.34541,-120.76464,5,2017
225,CA-079,San Luis Obispo,2017-CA-079,40,35.21177,-119.87525,5,2017
206,CA-029,Kern,2017-CA-029,15,35.59804,-118.47939,6,2017
205,CA-065,Riverside,2017-CA-065,33,33.85323,-117.48195,7,2017
200,CA-033,Lake,2017-CA-033,17,39.44543,-122.85194,9,2017
200,CA-001,Alameda,2017-CA-001,1,37.72543,-121.90516,8,2017
200,CA-073,San Diego,2017-CA-073,37,32.65003,-116.42907,8,2017
200,CA-065,Riverside,2017-CA-065,33,33.689092,-117.396404,7,2017
194,CA-103,Tehama,2017-CA-103,52,40.02261,-121.91425,10,2017
190,CA-083,Santa Barbara,2017-CA-083,42,34.9465,-119.8036,5,2017
186,CA-063,Plumas,2017-CA-063,32,39.9864,-120.89746,8,2017
186,CA-019,Fresno,2017-CA-019,10,36.704679,-120.405077,6,2017
184,CA-029,Kern,2017-CA-029,15,35.3091,-118.701,10,2017
183,CA-029,Kern,2017-CA-029,15,35.19008,-118.76152,10,2017
180,CA-089,Shasta,2017-CA-089,45,40.47106,-122.43608,7,2017
170,CA-071,San Bernardino,2017-CA-071,36,34.41204,-117.03031,7,2017
168,CA-065,Riverside,2017-CA-065,33,33.87679,-117.00258,8,2017
168,CA-091,Sierra,2017-CA-091,46,39.71101,-120.02325,6,2017
166,CA-007,Butte,2017-CA-007,4,39.37192,-121.53865,7,2017
157,CA-035,Lassen,2017-CA-035,18,40.80968,-120.48641,8,2017
157,CA-039,Madera,2017-CA-039,20,37.12759,-120.0193,6,2017
155,CA-001,Alameda,2017-CA-001,1,37.63358,-121.49925,9,2017
155,CA-093,Siskiyou,2017-CA-093,47,41.9808,-121.9741,7,2017
153,CA-065,Riverside,2017-CA-065,33,33.98639,-117.21314,6,2017
150,CA-007,Butte,2017-CA-007,4,39.74679,-121.67261,10,2017
150,CA-079,San Luis Obispo,2017-CA-079,40,35.7751,-120.23656,7,2017
150,CA-079,San Luis Obispo,2017-CA-079,40,35.6871,-120.3187,6,2017
150,CA-039,Madera,2017-CA-039,20,36.90967,-119.79315,5,2017
150,CA-071,San Bernardino,2017-CA-071,36,34.30104,-117.45646,4,2017
148,CA-105,Trinity,2017-CA-105,53,40.46836,-123.51619,10,2017
146,CA-045,Mendocino,2017-CA-045,23,39.02482,-123.1362,9,2017
143,CA-007,Butte,2017-CA-007,4,40.07613,-121.56858,9,2017
140,CA-017,El Dorado,2017-CA-017,9,38.559707,-120.70013,7,2017
136,CA-017,El Dorado,2017-CA-017,9,38.5758,-120.915,9,2017
135,CA-037,Los Angeles,2017-CA-037,19,34.792882,-118.851943,7,2017
135,CA-107,Tulare,2017-CA-107,54,35.8556,-118.74542,6,2017
134,CA-007,Butte,2017-CA-007,4,39.69717,-121.75417,6,2017
130,CA-009,Calaveras,2017-CA-009,5,38.40234,-120.52953,10,2017
130,CA-073,San Diego,2017-CA-073,37,32.6001,-116.76997,9,2017
130,CA-079,San Luis Obispo,2017-CA-079,40,35.78286,-120.22647,5,2017
128,CA-089,Shasta,2017-CA-089,45,40.69554,-122.0122,7,2017
126,CA-019,Fresno,2017-CA-019,10,36.5355,-120.6585,4,2017
125,CA-043,Mariposa,2017-CA-043,22,37.62823,-120.30046,8,2017
124,CA-109,Tuolumne,2017-CA-109,55,37.90014,-120.36005,7,2017
122,CA-065,Riverside,2017-CA-065,33,34.009026,-117.239099,8,2017
120,CA-079,San Luis Obispo,2017-CA-079,40,35.31886,-120.50886,9,2017
120,CA-065,Riverside,2017-CA-065,33,33.88287,-116.99651,5,2017
117,CA-009,Calaveras,2017-CA-009,5,38.29113,-120.62177,7,2017
116,CA-001,Alameda,2017-CA-001,1,37.7393,-121.85663,10,2017
114,CA-055,Napa,2017-CA-055,28,38.49336,-122.2483,8,2017
111,CA-019,Fresno,2017-CA-019,10,36.93332,-119.43376,8,2017
111,CA-007,Butte,2017-CA-007,4,39.38416,-121.5786,6,2017
105,CA-079,San Luis Obispo,2017-CA-079,40,35.3024,-120.65279,9,2017
105,CA-065,Riverside,2017-CA-065,33,33.950382,-116.884446,6,2017
103,CA-007,Butte,2017-CA-007,4,39.76243,-121.74121,7,2017
102,CA-019,Fresno,2017-CA-019,10,36.36113,-120.32685,8,2017
101,CA-085,Santa Clara,2017-CA-085,43,37.39801,-121.8179,7,2017
100,CA-073,San Diego,2017-CA-073,37,32.64962,-116.37345,10,2017
100,CA-097,Sonoma,2017-CA-097,49,38.46123,-122.58152,10,2017
100,CA-033,Lake,2017-CA-033,17,39.0199,-122.57487,10,2017
100,CA-095,Solano,2017-CA-095,48,38.43658,-121.97233,10,2017
100,CA-085,Santa Clara,2017-CA-085,43,36.99092,-121.59899,9,2017
100,CA-019,Fresno,2017-CA-019,10,36.09486,-120.52189,9,2017
100,CA-085,Santa Clara,2017-CA-085,43,37.14653,-121.68165,8,2017
100,CA-071,San Bernardino,2017-CA-071,36,34.19076,-117.26969,7,2017
99,CA-071,San Bernardino,2017-CA-071,36,34.035344,-116.940661,11,2017
92,CA-065,Riverside,2017-CA-065,33,33.57139,-116.8247,8,2017
91,CA-019,Fresno,2017-CA-019,10,36.95104,-119.65621,7,2017
91,CA-007,Butte,2017-CA-007,4,39.52499,-121.64897,6,2017
90,CA-039,Madera,2017-CA-039,20,37.09773,-120.02027,7,2017
87,CA-033,Lake,2017-CA-033,17,39.15016,-122.576,10,2017
86,CA-111,Ventura,2017-CA-111,56,34.34949,-119.30918,10,2017
85,CA-065,Riverside,2017-CA-065,33,117.337331,34.015742,8,2017
85,CA-023,Humboldt,2017-CA-023,12,40.11794,-123.76099,8,2017
85,CA-071,San Bernardino,2017-CA-071,36,34.20152,-117.14466,7,2017
85,CA-085,Santa Clara,2017-CA-085,43,37.3344,-121.71752,6,2017
82,CA-053,Monterey,2017-CA-053,27,35.86596,-120.64584,8,2017
81,CA-073,San Diego,2017-CA-073,37,33.38613,-117.46709,10,2017
80,CA-017,El Dorado,2017-CA-017,9,38.869036,-119.61865,12,2017
79,CA-063,Plumas,2017-CA-063,32,40.13278,-120.9204,9,2017
79,CA-107,Tulare,2017-CA-107,54,35.89423,-119.00334,5,2017
78,CA-085,Santa Clara,2017-CA-085,43,36.96607,-121.55552,7,2017
78,CA-103,Tehama,2017-CA-103,52,40.38944,-122.13088,6,2017
76,CA-057,Nevada,2017-CA-057,29,39.19325,-121.08406,10,2017
76,CA-019,Fresno,2017-CA-019,10,36.8005,-119.35901,6,2017
74,CA-079,San Luis Obispo,2017-CA-079,40,35.5956,-120.56068,9,2017
74,CA-017,El Dorado,2017-CA-017,9,38.7803,-120.97111,7,2017
74,CA-071,San Bernardino,2017-CA-071,36,34.07612,-117.06765,7,2017
73,CA-079,San Luis Obispo,2017-CA-079,40,35.78616,-120.96514,10,2017
72,CA-065,Riverside,2017-CA-065,33,33.75526,-117.25075,7,2017
70,CA-079,San Luis Obispo,2017-CA-079,40,35.4403,-120.2913,8,2017
70,CA-011,Colusa,2017-CA-011,6,39.01224,-122.20127,7,2017
70,CA-085,Santa Clara,2017-CA-085,43,37.25014,-121.68562,7,2017
70,CA-019,Fresno,2017-CA-019,10,36.60736,-120.5828,5,2017
69,CA-019,Fresno,2017-CA-019,10,36.7279,-119.28241,8,2017
68,CA-067,Sacramento,2017-CA-067,34,38.33707,-121.11113,6,2017
67,CA-035,Lassen,2017-CA-035,18,40.03392,-120.1064,6,2017
65,CA-099,Stanislaus,2017-CA-099,50,37.82934,-120.68992,6,2017
63,CA-065,Riverside,2017-CA-065,33,33.81976,-117.18552,7,2017
63,CA-043,Mariposa,2017-CA-043,22,37.36914,-120.0088,6,2017
62,CA-073,San Diego,2017-CA-073,37,33.20988,-116.46989,8,2017
62,CA-033,Lake,2017-CA-033,17,38.94599,-122.81135,8,2017
62,CA-099,Stanislaus,2017-CA-099,50,37.64898,-120.4925,7,2017
60,CA-103,Tehama,2017-CA-103,52,40.32063,-122.83208,6,2017
59,CA-107,Tulare,2017-CA-107,54,36.18815,-118.78928,7,2017
59,CA-009,Calaveras,2017-CA-009,5,38.18303,-120.85322,7,2017
58,CA-019,Fresno,2017-CA-019,10,36.7528,-119.2288,10,2017
58,CA-033,Lake,2017-CA-033,17,39.42604,-123.03344,9,2017
58,CA-107,Tulare,2017-CA-107,54,36.64404,-118.99944,7,2017
58,CA-079,San Luis Obispo,2017-CA-079,40,35.346,-120.62825,7,2017
57,CA-103,Tehama,2017-CA-103,52,40.1583,-122.3209,7,2017
57,CA-019,Fresno,2017-CA-019,10,36.81476,-119.51592,7,2017
56,CA-093,Siskiyou,2017-CA-093,47,41.93006,-122.36545,6,2017
55,CA-095,Solano,2017-CA-095,48,38.4446,-122.0041,9,2017
55,CA-093,Siskiyou,2017-CA-093,47,41.99483,-121.90077,8,2017
55,CA-037,Los Angeles,2017-CA-037,19,34.03941,-118.58624,6,2017
54,CA-093,Siskiyou,2017-CA-093,47,41.222,-122.292,8,2017
54,CA-093,Siskiyou,2017-CA-093,47,41.222,-122.27499,8,2017
54,CA-085,Santa Clara,2017-CA-085,43,37.33454,-121.76323,6,2017
51,CA-085,Santa Clara,2017-CA-085,43,37.44485,-121.84108,7,2017
50,CA-029,Kern,2017-CA-029,15,35.21556,-118.56578,10,2017
50,CA-065,Riverside,2017-CA-065,33,33.8826,-117.00589,10,2017
50,CA-037,Los Angeles,2017-CA-037,19,34.22551,-118.05545,10,2017
50,CA-081,San Mateo,2017-CA-081,41,37.41591,-122.3001,9,2017
50,CA-029,Kern,2017-CA-029,15,35.70639,-118.47307,8,2017
50,CA-083,Santa Barbara,2017-CA-083,42,34.72379,-120.13249,7,2017
50,CA-115,Yuba,2017-CA-115,58,39.06308,-121.303,7,2017
50,CA-111,Ventura,2017-CA-111,56,34.20599,-118.98603,7,2017
50,CA-065,Riverside,2017-CA-065,33,33.87739,-117.16215,7,2017
50,CA-073,San Diego,2017-CA-073,37,33.23281,-117.29509,6,2017
48,CA-039,Madera,2017-CA-039,20,36.94652,-120.90462,9,2017
48,CA-065,Riverside,2017-CA-065,33,33.58577,-116.07429,5,2017
47,CA-069,San Benito,2017-CA-069,35,36.38109,-121.00391,11,2017
47,CA-079,San Luis Obispo,2017-CA-079,40,35.06472,-120.5634,7,2017
46,CA-065,Riverside,2017-CA-065,33,33.6444,-117.3968,8,2017
46,CA-071,San Bernardino,2017-CA-071,36,34.149,-117.189,7,2017
46,CA-093,Siskiyou,2017-CA-093,47,41.8721,-122.4571,6,2017
45,CA-065,Riverside,2017-CA-065,33,33.9885,-117.38417,12,2017
45,CA-079,San Luis Obispo,2017-CA-079,40,35.28738,-120.44448,10,2017
45,CA-089,Shasta,2017-CA-089,45,40.48712,-121.85645,4,2017
44,CA-001,Alameda,2017-CA-001,1,37.56181,-121.56425,8,2017
43,CA-103,Tehama,2017-CA-103,52,39.81517,-122.28165,11,2017
43,CA-053,Monterey,2017-CA-053,27,36.17297,-120.87609,9,2017
42,CA-053,Monterey,2017-CA-053,27,35.96275,-121.08753,6,2017
42,CA-103,Tehama,2017-CA-103,52,40.10282,-122.27379,6,2017
42,CA-049,Modoc,2017-CA-049,25,41.38247,-120.53443,6,2017
41,CA-093,Siskiyou,2017-CA-093,47,41.99279,-122.9401,8,2017
41,CA-037,Los Angeles,2017-CA-037,19,34.10446,-118.70294,6,2017
41,CA-029,Kern,2017-CA-029,15,35.05076,-118.90004,5,2017
40,CA-065,Riverside,2017-CA-065,33,33.96514,-117.4764,12,2017
40,CA-065,Riverside,2017-CA-065,33,33.90327,-116.50151,11,2017
40,CA-071,San Bernardino,2017-CA-071,36,34.13534,-117.4982,10,2017
40,CA-089,Shasta,2017-CA-089,45,40.70627,-122.24199,10,2017
40,CA-029,Kern,2017-CA-029,15,35.59302,-118.46734,9,2017
40,CA-015,Del Norte,2017-CA-015,8,41.98128,-124.01168,9,2017
40,CA-023,Humboldt,2017-CA-023,12,41.02705,-123.63721,8,2017
40,CA-103,Tehama,2017-CA-103,52,40.29831,-122.70449,8,2017
40,CA-033,Lake,2017-CA-033,17,38.86056,-122.62382,7,2017
40,CA-053,Monterey,2017-CA-053,27,36.66684,-121.74826,7,2017
39,CA-109,Tuolumne,2017-CA-109,55,37.896778,-120.504134,9,2017
39,CA-115,Yuba,2017-CA-115,58,39.06522,-121.3519,7,2017
39,CA-095,Solano,2017-CA-095,48,38.07481,-122.23004,6,2017
38,CA-041,Marin,2017-CA-041,21,37.9775,-122.65749,6,2017
38,CA-109,Tuolumne,2017-CA-109,55,37.85137,-120.45268,6,2017
37,CA-089,Shasta,2017-CA-089,45,40.774,-122.309,10,2017
36,CA-043,Mariposa,2017-CA-043,22,37.65963,-120.34802,7,2017
36,CA-073,San Diego,2017-CA-073,37,33.1683,-116.77342,6,2017
35,CA-065,Riverside,2017-CA-065,33,33.74925,-117.10301,9,2017
35,CA-041,Marin,2017-CA-041,21,38.08055,-122.77846,7,2017
35,CA-065,Riverside,2017-CA-065,33,33.99316,-117.48405,7,2017
35,CA-067,Sacramento,2017-CA-067,34,38.45822,-120.92162,6,2017
35,CA-029,Kern,2017-CA-029,15,35.37351,-118.84134,6,2017
35,CA-065,Riverside,2017-CA-065,33,33.96419,-117.20507,5,2017
34,CA-071,San Bernardino,2017-CA-071,36,34.21829,-117.40625,12,2017
34,CA-065,Riverside,2017-CA-065,33,33.73547,-117.33364,9,2017
34,CA-023,Humboldt,2017-CA-023,12,40.03697,-123.64214,8,2017
34,CA-069,San Benito,2017-CA-069,35,36.85596,-121.30983,7,2017
33,CA-065,Riverside,2017-CA-065,33,33.763304,-117.314994,7,2017
33,CA-065,Riverside,2017-CA-065,33,33.584036,-116.972036,6,2017
33,CA-029,Kern,2017-CA-029,15,35.60633,-118.4642,6,2017
32,CA-105,Trinity,2017-CA-105,53,40.804,-123.375,8,2017
32,CA-105,Trinity,2017-CA-105,53,40.79902,-123.39253,8,2017
32,CA-065,Riverside,2017-CA-065,33,33.62613,-117.07975,7,2017
32,CA-053,Monterey,2017-CA-053,27,35.90092,-120.93371,6,2017
32,CA-053,Monterey,2017-CA-053,27,35.902149,-120.983684,6,2017
31,CA-053,Monterey,2017-CA-053,27,36.5858,-121.80377,10,2017
31,CA-019,Fresno,2017-CA-019,10,36.099681,-120.443545,8,2017
31,CA-029,Kern,2017-CA-029,15,35.60001,-118.4683,5,2017
30,CA-037,Los Angeles,2017-CA-037,19,34.52055,-118.62882,8,2017
30,CA-023,Humboldt,2017-CA-023,12,40.27582,-123.64281,8,2017
30,CA-065,Riverside,2017-CA-065,33,33.96896,-117.25411,7,2017
29,CA-017,El Dorado,2017-CA-017,9,38.77921,-120.46234,10,2017
29,CA-103,Tehama,2017-CA-103,52,40.29118,-122.42606,7,2017
28,CA-007,Butte,2017-CA-007,4,39.8255,-121.7127,9,2017
28,CA-049,Modoc,2017-CA-049,25,41.4844,-120.36659,8,2017
28,CA-015,Del Norte,2017-CA-015,8,41.93323,-124.19629,6,2017
28,CA-065,Riverside,2017-CA-065,33,33.79925,-117.11659,6,2017
27,CA-049,Modoc,2017-CA-049,25,41.64469,-120.31814,8,2017
27,CA-065,Riverside,2017-CA-065,33,33.82165,-116.96079,6,2017
26,CA-115,Yuba,2017-CA-115,58,39.03168,-121.40947,9,2017
26,CA-065,Riverside,2017-CA-065,33,33.71025,-117.31924,6,2017
26,CA-065,Riverside,2017-CA-065,33,33.94788,-116.59719,6,2017
25,CA-073,San Diego,2017-CA-073,37,33.18716,-116.50897,10,2017
25,CA-079,San Luis Obispo,2017-CA-079,40,35.76343,-121.04445,9,2017
25,CA-073,San Diego,2017-CA-073,37,32.59252,-116.61609,9,2017
25,CA-089,Shasta,2017-CA-089,45,40.71923,-122.02525,9,2017
25,CA-073,San Diego,2017-CA-073,37,32.7789,-116.8516,6,2017
25,CA-039,Madera,2017-CA-039,20,37.02081,-119.95136,6,2017
25,CA-037,Los Angeles,2017-CA-037,19,34.29931,-118.37539,6,2017
25,CA-073,San Diego,2017-CA-073,37,32.679,-116.29296,5,2017
23,CA-065,Riverside,2017-CA-065,33,33.50488,-117.02132,10,2017
22,CA-001,Alameda,2017-CA-001,1,37.77982,-122.169,9,2017
22,CA-009,Calaveras,2017-CA-009,5,38.20176,-120.67848,7,2017
22,CA-055,Napa,2017-CA-055,28,38.68347,-122.2654,6,2017
21,CA-079,San Luis Obispo,2017-CA-079,40,35.41112,-120.00353,10,2017
21,CA-033,Lake,2017-CA-033,17,39.01748,-122.49327,9,2017
21,CA-107,Tulare,2017-CA-107,54,36.10858,-118.81979,7,2017
21,CA-007,Butte,2017-CA-007,4,39.364,-121.4143,6,2017
21,CA-089,Shasta,2017-CA-089,45,0,0,6,2017
21,CA-069,San Benito,2017-CA-069,35,36.35578,-120.99552,5,2017
20,CA-023,Humboldt,2017-CA-023,12,40.88516,-123.96844,10,2017
20,CA-097,Sonoma,2017-CA-097,49,38.51937,-123.24713,10,2017
20,CA-103,Tehama,2017-CA-103,52,40.20077,-122.24731,10,2017
20,CA-109,Tuolumne,2017-CA-109,55,37.65986,-120.31157,8,2017
20,CA-071,San Bernardino,2017-CA-071,36,34.139,-117.199,7,2017
20,CA-045,Mendocino,2017-CA-045,23,39.13207,-123.10227,7,2017
20,CA-065,Riverside,2017-CA-065,33,33.52584,-116.85226,6,2017
20,CA-013,Contra Costa,2017-CA-013,7,37.86549,-122.2102,6,2017
20,CA-031,Kings,2017-CA-031,16,35.983,-119.91508,5,2017
20,CA-053,Monterey,2017-CA-053,27,35.77082,-120.92482,5,2017
19,CA-065,Riverside,2017-CA-065,33,33.88994,-116.91023,12,2017
19,CA-057,Nevada,2017-CA-057,29,39.06414,-121.13737,10,2017
19,CA-065,Riverside,2017-CA-065,33,33.797216,-117.124538,8,2017
19,CA-023,Humboldt,2017-CA-023,12,40.39799,-123.57562,8,2017
19,CA-099,Stanislaus,2017-CA-099,50,37.81827,-120.65764,7,2017
19,CA-093,Siskiyou,2017-CA-093,47,40.703775,-122.645079,6,2017
19,CA-029,Kern,2017-CA-029,15,35.71704,-118.30601,5,2017
18,CA-097,Sonoma,2017-CA-097,49,38.26294,-122.71998,8,2017
18,CA-007,Butte,2017-CA-007,4,39.53944,-121.54722,7,2017
18,CA-019,Fresno,2017-CA-019,10,36.61332,-120.7109,5,2017
18,CA-053,Monterey,2017-CA-053,27,36.1727,-120.86682,5,2017
17,CA-043,Mariposa,2017-CA-043,22,37.41231,-119.87465,10,2017
17,CA-089,Shasta,2017-CA-089,45,40.92602,-121.5935,8,2017
17,CA-089,Shasta,2017-CA-089,45,40.69259,-122.17384,7,2017
17,CA-079,San Luis Obispo,2017-CA-079,40,35.556667,-120.474,5,2017
17,CA-053,Monterey,2017-CA-053,27,36.2771,-120.94328,5,2017
17,CA-065,Riverside,2017-CA-065,33,33.88466,-116.99229,5,2017
16,CA-029,Kern,2017-CA-029,15,35.188,-119.2877,6,2017
16,CA-071,San Bernardino,2017-CA-071,36,34.04412,-116.55326,5,2017
16,CA-019,Fresno,2017-CA-019,10,36.96642,-119.58292,5,2017
15,CA-103,Tehama,2017-CA-103,52,39.87983,-122.5415,8,2017
15,CA-057,Nevada,2017-CA-057,29,39.16826,-120.95498,7,2017
15,CA-049,Modoc,2017-CA-049,25,41.45589,-120.56933,7,2017
15,CA-053,Monterey,2017-CA-053,27,35.947,-120.87492,6,2017
15,CA-009,Calaveras,2017-CA-009,5,38.19906,-120.83484,5,2017
15,CA-065,Riverside,2017-CA-065,33,33.56777,-116.08003,4,2017
14,CA-083,Santa Barbara,2017-CA-083,42,34.71796,-120.27077,12,2017
14,CA-083,Santa Barbara,2017-CA-083,42,34.605358,-120.414875,12,2017
14,CA-007,Butte,2017-CA-007,4,39.8629,-121.6268,7,2017
14,CA-053,Monterey,2017-CA-053,27,35.80375,-120.52508,6,2017
14,CA-065,Riverside,2017-CA-065,33,33.97155,-117.44148,5,2017
13,CA-099,Stanislaus,2017-CA-099,50,37.89532,-120.84748,10,2017
13,CA-017,El Dorado,2017-CA-017,9,38.69775,-120.73757,7,2017
13,CA-017,El Dorado,2017-CA-017,9,38.67474,-121.06088,7,2017
13,CA-071,San Bernardino,2017-CA-071,36,34.304722,-117.3125,7,2017
12,CA-007,Butte,2017-CA-007,4,39.44257,-121.60683,9,2017
12,CA-073,San Diego,2017-CA-073,37,0,0,6,2017
12,CA-079,San Luis Obispo,2017-CA-079,40,35.6879,-120.3317,5,2017
12,CA-065,Riverside,2017-CA-065,33,33.7866,-117.5048,4,2017
12,CA-047,Merced,1969-CA-047,24,37.21812,-121.07761,12,1969
11,CA-097,Sonoma,2017-CA-097,49,38.70289,-122.90217,7,2017
11,CA-065,Riverside,2017-CA-065,33,33.913089,-117.096233,7,2017
10,CA-103,Tehama,2017-CA-103,52,40.24789,-122.255,10,2017
10,CA-043,Mariposa,2017-CA-043,22,37.76888,-120.15846,9,2017
10,CA-019,Fresno,2017-CA-019,10,37.10067,-119.32109,9,2017
10,CA-005,Amador,2017-CA-005,3,38.34421,-120.72274,8,2017
10,CA-037,Los Angeles,2017-CA-037,19,34.23925,-117.85182,8,2017
10,CA-057,Nevada,2017-CA-057,29,39.36902,-120.97586,7,2017
10,CA-089,Shasta,2017-CA-089,45,40.48972,-122.38619,7,2017
10,CA-065,Riverside,2017-CA-065,33,33.77896,-117.24091,7,2017
10,CA-007,Butte,2017-CA-007,4,39.50475,-121.33785,7,2017
10,CA-065,Riverside,2017-CA-065,33,33.91806,-116.99321,7,2017
10,CA-057,Nevada,2017-CA-057,29,39.08382,-121.06656,7,2017
10,CA-065,Riverside,2017-CA-065,33,33.90965,-116.9669,6,2017
10,CA-065,Riverside,2017-CA-065,33,117.138741,33.939428,6,2017
10,CA-029,Kern,2017-CA-029,15,35.564124,-118.796513,6,2017
10,CA-065,Riverside,2017-CA-065,33,33.87107,-116.88097,6,2017
10,CA-115,Yuba,2017-CA-115,58,39.23205,-121.376,5,2017
10,CA-029,Kern,2017-CA-029,15,34.87128,-118.35296,5,2017
10,CA-065,Riverside,2017-CA-065,33,33.94673,-117.17773,5,2017
10,CA-053,Monterey,2017-CA-053,27,36.44141,-121.34695,4,2017
0,CA-097,Sonoma,2017-CA-097,49,38.36685,-122.64001,10,2017
0,CA-055,Napa,2017-CA-055,28,38.31802,-122.39052,10,2017
0,CA-043,Mariposa,2017-CA-043,22,37.73596,-119.78256,9,2017
0,CA-093,Siskiyou,2017-CA-093,47,41.702,-123.508,7,2017
0,CA-049,Modoc,2017-CA-049,25,41.338,-120.304,7,2017
0,CA-021,Glenn,2017-CA-021,11,39.75425,-122.17657,7,2017
0,CA-035,Lassen,2017-CA-035,18,40.6361,-120.9643,7,2017
0,CA-093,Siskiyou,2017-CA-093,47,41.86609,-122.73031,7,2017
0,CA-073,San Diego,2017-CA-073,37,33.43513,-117.58252,6,2017
0,CA-093,Siskiyou,2017-CA-093,47,41.841,-123.474,6,2017
0,CA-107,Tulare,2017-CA-107,54,36.51912,-119.50606,6,2017
0,CA-079,San Luis Obispo,2017-CA-079,40,35.85253,-120.80411,5,2017
0,CA-007,Butte,2017-CA-007,4,39.51158,-121.55633,2,2017
410203,CA-011,Colusa,2018-CA-011,"6,11,17,23",39.243283,-123.103367,7,2018
410203,CA-021,Glenn,2018-CA-021,"6,11,17,23",39.243283,-123.103367,7,2018
410203,CA-033,Lake,2018-CA-033,"6,11,17,23",39.243283,-123.103367,7,2018
410203,CA-045,Mendocino,2018-CA-045,"6,11,17,23",39.243283,-123.103367,7,2018
229651,CA-089,Shasta,2018-CA-089,"45,53",40.65428,-122.62357,7,2018
229651,CA-105,Trinity,2018-CA-105,"45,53",40.65428,-122.62357,7,2018
153336,CA-007,Butte,2018-CA-007,4,39.8134,-121.4347,11,2018
96949,CA-037,Los Angeles,2018-CA-037,"19,56",34.235,-118.70128,11,2018
96949,CA-111,Ventura,2018-CA-111,"19,56",34.235,-118.70128,11,2018
96901,CA-043,Mariposa,2018-CA-043,22,37.6549,-119.88581,7,2018
90288,CA-055,Napa,2018-CA-055,"28,57",38.80583,-122.18183,6,2018
90288,CA-113,Yolo,2018-CA-113,"28,57",38.80583,-122.18183,6,2018
63311,CA-089,Shasta,2018-CA-089,"45,53",40.9425,-122.43,9,2018
63311,CA-105,Trinity,2018-CA-105,"45,53",40.9425,-122.43,9,2018
48920,CA-011,Colusa,2018-CA-011,"6,17,23",39.04786,-123.11971,7,2018
48920,CA-033,Lake,2018-CA-033,"6,17,23",39.04786,-123.11971,7,2018
48920,CA-045,Mendocino,2018-CA-045,"6,17,23",39.04786,-123.11971,7,2018
46150,CA-089,Shasta,2018-CA-089,45,40.896,-122.219,8,2018
39387,CA-049,Modoc,2018-CA-049,25,41.38544,-121.04386,8,2018
38008,CA-093,Siskiyou,2018-CA-093,47,41.893332,-122.534655,7,2018
36450,CA-109,Tuolumne,2018-CA-109,55,38.349,-119.929,8,2018
23136,CA-059,Orange,2018-CA-059,30,33.69888,-117.52055,8,2018
18703,CA-035,Lassen,2018-CA-035,18,40.633536,-120.868091,7,2018
15185,CA-033,Lake,2018-CA-033,17,39.0674,-122.59848,6,2018
13139,CA-065,Riverside,2018-CA-065,33,0,0,7,2018
12300,CA-077,San Joaquin,2018-CA-077,39,38.052055,-120.945482,6,2018
6974,CA-051,Mono,2018-CA-051,26,38.347395,-119.45186,9,2018
4564,CA-047,Merced,2018-CA-047,24,37.39339,-120.34207,6,2018
4531,CA-111,Ventura,2018-CA-111,56,34.22685,-118.93444,11,2018
4500,CA-095,Solano,2018-CA-095,48,0,0,10,2018
4064,CA-039,Madera,2018-CA-039,20,37.571,-119.118,6,2018
3889,CA-103,Tehama,2018-CA-103,52,40.22027778,-122.18,10,2018
3716,CA-103,Tehama,2018-CA-103,52,40.35068,-121.77867,6,2018
3674,CA-023,Humboldt,2018-CA-023,12,41.07944,-123.688056,8,2018
3380,CA-037,Los Angeles,2018-CA-037,19,34.48229,-118.60858,9,2018
2995,CA-031,Kings,2018-CA-031,16,35.97896,-119.98329,8,2018
2956,CA-103,Tehama,2018-CA-103,52,39.94355,-122.3571,6,2018
2950,CA-029,Kern,2018-CA-029,15,35.37444,-118.83556,8,2018
2883,CA-027,Inyo,2018-CA-027,14,36.6734,-118.21881,7,2018
2490,CA-055,Napa,2018-CA-055,28,38.69601,-122.44468,9,2018
2290,CA-021,Glenn,2018-CA-021,11,39.64978,-122.58218,6,2018
2225,CA-053,Monterey,2018-CA-053,27,35.847778,-120.343056,8,2018
2162,CA-095,Solano,2018-CA-095,48,38.431278,-122.043747,8,2018
2100,CA-049,Modoc,2018-CA-049,25,41.29363,-120.11461,7,2018
2070,CA-027,Inyo,2018-CA-027,14,37.40208,-118.50235,2,2018
1900,CA-089,Shasta,2018-CA-089,45,40.99344,-121.52225,8,2018
1756,CA-047,Merced,2018-CA-047,24,36.85156,-120.77206,5,2018
1751,CA-105,Trinity,2018-CA-105,53,40.616251,-123.52019,9,2018
1678,CA-089,Shasta,2018-CA-089,45,40.50318,-122.42308,6,2018
1500,CA-095,Solano,2018-CA-095,48,38.21396,-121.9424,11,2018
1500,CA-079,San Luis Obispo,2018-CA-079,40,35.73629,-120.75593,6,2018
1352,CA-037,Los Angeles,2018-CA-037,19,34.5486,-118.31138,6,2018
1350,CA-071,San Bernardino,2018-CA-071,36,34.095568,-116.958806,7,2018
1314,CA-069,San Benito,2018-CA-069,35,36.40755,-120.99322,6,2018
